ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"47.242.155.132","elite","AS45102","HK","Alibaba.com LLC","306","Hong Kong","10900","socks4","4394","1","2024-01-29T03:45:49.435Z","100","5803","5821"
"43.129.210.41","elite","AS132203","HK","Aceville Pte.ltd","241","N/A","10809","socks5","416","1","2024-01-29T03:45:49.432Z","99","5837","5888"
"104.248.235.220","elite","AS14061","US","DigitalOcean, LLC","81","DigitalOcean, LLC","80","socks4","5102","1","2024-01-29T03:45:49.434Z","100","5902","5920"
"170.80.33.103","elite","AS266366","BR","Giga NET Telecomunicacoes Eireli - ME","330","Giga NET Telecomunicacoes Eireli - ME","5678","socks4","2209","1","2024-01-29T03:45:49.430Z","91","5399","5918"
"117.241.133.31","elite","AS9829","IN","BSNL Internet","203","N/A","5678","socks4","2097","1","2024-01-29T03:45:49.439Z","95","5585","5878"
"119.82.226.232","elite","AS24213","ID","Arsen Kusuma Indonesia","198","N/A","7497","socks5","5100","1","2024-01-29T03:45:45.029Z","99","5828","5903"
"43.135.161.203","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","150","Tencent Cloud Computing","443","socks4","1494","1","2024-01-29T03:45:45.031Z","83","4850","5841"
"35.190.107.16","elite","AS15169","US","Google LLC","2","Google LLC","30000","socks4","4796","1","2024-01-29T03:45:41.434Z","100","5810","5810"
"221.217.84.154","elite","AS4808","CN","China Unicom Beijing Province Network","171","N/A","23456","socks5","1809","1","2024-01-29T03:45:41.421Z","61","3585","5866"
"203.24.109.26","elite","AS209242","BZ","Cloudflare London, LLC","15","Umpire Associates LTD","80","socks4","4388","1","2024-01-29T03:45:41.430Z","100","5803","5803"
"51.158.111.242","elite","AS12876","FR","SCALEWAY","81","ONLINE","8811","socks4","148","1","2024-01-29T03:45:41.533Z","66","3925","5910"
"177.125.161.38","elite","AS262346","BR","FP Telecomunicacoes Ltda","233","FP Telecomunicacoes Ltda","4145","socks4","2610","1","2024-01-29T03:45:41.427Z","74","4274","5738"
"190.109.72.33","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","224","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","147","1","2024-01-29T03:45:41.424Z","99","5829","5882"
"114.233.50.121","elite","AS4134","CN","Chinanet","200","Chinanet JS","1080","socks4","3604","1","2024-01-29T03:45:41.426Z","60","3549","5869"
"38.127.172.28","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks4","4800","1","2024-01-29T03:45:41.433Z","100","5881","5889"
"200.29.176.172","elite","AS6429","CL","Telmex Chile Internet S.A.","228","Telmex Servicios Empresariales S.A","4145","socks4","247","1","2024-01-29T03:45:41.427Z","100","5920","5949"
"185.169.181.11","elite","AS34984","TR","Ates Dc","59","Ibrahim MALA trading as Ates Dc","4145","socks4","2587","1","2024-01-29T03:45:41.531Z","100","5889","5913"
"46.148.45.119","elite","AS43395","IR","Pooya Parto Qeshm Cooperative Company","187","PartPayam Shahin Shahr ISP","5678","socks4","4901","1","2024-01-29T03:45:41.345Z","91","5277","5829"
"188.169.84.30","elite","AS35805","GE","JSC \"Silknet\"","81","UTG MPLS DSL","5678","socks4","4404","1","2024-01-29T03:45:37.938Z","99","5763","5807"
"134.119.190.185","elite","AS29066","FR","velia.net Internetdienste GmbH","8","Bogdan Gribov","777","socks4","3807","1","2024-01-29T03:45:34.339Z","100","5859","5862"
"123.200.9.30","elite","AS23688","BD","Link3 Technologies Limited","187","Corporate Subscriber","5678","socks4","4404","1","2024-01-29T03:45:34.344Z","97","5746","5939"
"85.117.63.99","elite","AS20771","GE","Caucasus Online Ltd.","82","Caucasus","4153","socks4","1401","1","2024-01-29T03:45:34.439Z","100","5881","5905"
"185.169.181.20","elite","AS34984","TR","Ates Dc","59","Ibrahim MALA trading as Ates Dc","4145","socks4","3486","1","2024-01-29T03:45:34.343Z","100","5832","5857"
"149.20.253.40","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","4494","1","2024-01-29T03:45:34.341Z","100","5804","5816"
"117.163.196.152","elite","AS9808","CN","China Mobile communications corporation","283","China Mobile","8123","socks4","3184","1","2024-01-29T03:45:34.336Z","80","4592","5763"
"91.192.24.97","elite","AS200100","IT","T&T Tecnologie e Telecomunicazioni Srl","60","MT Mechanical Trading S.R.L","4153","socks4","2411","1","2024-01-29T03:45:30.833Z","84","4869","5764"
"43.153.11.58","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","202","Tencent Cloud Computing","443","socks4","3801","1","2024-01-29T03:45:30.838Z","9","538","5872"
"189.201.189.2","elite","AS28438","MX","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V.","142","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V","4145","socks4","793","1","2024-01-29T03:45:30.837Z","99","5818","5882"
"39.108.102.73","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","286","Aliyun Computing Co., LTD","5100","socks5","1592","1","2024-01-29T03:45:30.831Z","86","5059","5870"
"36.66.16.23","elite","AS7713","ID","PT. Telekomunikasi Indonesia","200","N/A","5678","socks4","4414","1","2024-01-29T03:45:30.832Z","21","1262","5899"
"91.187.120.12","elite","AS21246","AL","IPKO Telecommunications LLC","54","N/A","5678","socks4","3096","1","2024-01-29T03:45:30.934Z","100","5846","5861"
"145.239.81.129","elite","AS16276","PL","OVH SAS","28","OVH Sp. z o. o","8008","socks4","1484","1","2024-01-29T03:45:27.337Z","100","5871","5871"
"116.118.98.21","elite","AS7602","VN","SPT","300","N/A","5678","socks4","601","1","2024-01-29T03:45:27.229Z","96","5708","5923"
"181.117.128.38","elite","AS11664","AR","Techtel LMDS Comunicaciones Interactivas S.A.","284","AMX Argentina S.A","5678","socks4","2503","1","2024-01-29T03:45:27.234Z","100","5904","5915"
"103.228.246.30","elite","AS59282","ID","PT Giga Patra Multimedia","172","GPM","5678","socks4","4602","1","2024-01-29T03:45:27.238Z","98","5749","5888"
"185.19.213.56","elite","AS51362","ES","Operadora Gredos 3","50","Operadora Gredos SL","5678","socks4","4592","1","2024-01-29T03:45:27.239Z","68","3953","5827"
"149.28.122.98","elite","AS20473","US","The Constant Company","96","Vultr Holdings, LLC","46560","socks5","4701","1","2024-01-29T03:45:23.636Z","91","5246","5735"
"143.92.56.162","elite","AS64050","HK","CTG Server Ltd","244","CTG Server Ltd.","39500","socks4","1414","1","2024-01-29T03:45:23.641Z","55","3174","5768"
"159.192.142.24","elite","AS131090","TH","CAT-BB","294","N/A","5678","socks4","3703","1","2024-01-29T03:45:23.637Z","99","5857","5910"
"203.32.121.157","elite","AS209242","VG","Cloudflare London, LLC","11","Anaga Consulting Limited","80","socks4","2107","1","2024-01-29T03:45:23.640Z","100","5889","5890"
"202.159.35.33","elite","AS9340","ID","PT IndoInternet","162","N/A","443","socks4","1603","1","2024-01-29T03:45:23.638Z","99","5921","5955"
"197.211.244.135","elite","AS30969","ZW","Maintainer Liquid Telecommunications Operations Limited","206","N/A","5678","socks4","152","1","2024-01-29T03:45:23.634Z","95","5575","5867"
"171.35.172.147","elite","AS4837","CN","China Unicom Jiangxi Province Network","183","N/A","9999","socks4","2703","1","2024-01-29T03:45:22.104Z","40","2295","5797"
"49.156.34.190","elite","AS24492","KH","WiCAM Corporation Ltd.","288","WiCAM Corporation Ltd.","24492","socks5","3807","1","2024-01-29T03:45:22.104Z","94","5511","5864"
"75.119.200.27","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","23456","socks4","987","1","2024-01-29T03:45:22.105Z","71","4211","5892"
"80.80.152.123","elite","AS12829","BG","Angel Soft OOD","59","N/A","5678","socks4","2990","1","2024-01-29T03:45:22.020Z","99","5930","5982"
"190.188.78.8","elite","AS7303","AR","Telecom Argentina S.A.","299","Telecom Argentina S.A","1080","socks4","1813","1","2024-01-29T03:45:22.019Z","90","5298","5878"
"139.59.99.83","elite","AS14061","SG","DIGITALOCEAN","159","DigitalOcean, LLC","80","socks5","4310","1","2024-01-29T03:45:22.019Z","100","5793","5800"
"27.147.193.190","elite","AS23688","BD","Link3 Technologies Limited","203","Corporate Subscriber","1080","socks4","4797","1","2024-01-29T03:45:20.041Z","98","5797","5890"
"103.47.92.33","elite","AS134058","IN","Broban Internet Services Pvt.ltd","287","Broban  PVT Ltd.","1080","socks4","232","3","2024-01-29T03:45:20.128Z","99","5703","5762"
"175.229.79.45","elite","AS4766","KR","Korea Telecom","254","Kornet","999","socks4","907","1","2024-01-29T03:45:20.037Z","72","4228","5853"
"151.237.173.212","elite","AS29072","RU","Regional Digital Telecommunication Company","84","Regional Digital Telecommunication Company","62311","socks5","608","1","2024-01-29T03:45:20.141Z","99","5807","5880"
"110.78.152.196","elite","AS131090","TH","CAT-BB","294","N/A","5678","socks4","5585","1","2024-01-29T03:45:20.042Z","71","4165","5894"
"185.119.90.32","elite","AS207604","RS","United Internet Ltd.","30","United Internet Ltd.","7497","socks4","4093","1","2024-01-29T03:45:20.043Z","81","4763","5859"
"138.36.150.16","elite","AS263729","AR","Pedraza Luis Eduardo","295","Pedraza Luis Eduardo","1080","socks4","3197","1","2024-01-29T03:45:20.039Z","99","5798","5867"
"201.158.10.64","elite","AS61936","BR","VIATEC TELECOMUNICAÇÕES EIRELI","214","VIATEC TELECOMUNICAÇÕES LTDA","5678","socks4","4887","1","2024-01-29T03:45:16.441Z","92","5382","5827"
"38.242.46.234","elite","AS174","US","Cogent Communications","76","Code 200, UAB","3128","socks5","631","1","2024-01-29T03:45:16.439Z","95","5518","5831"
"104.17.197.90","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","2057","socks5","4292","81","2024-01-29T03:45:16.440Z","100","5743","5743"
"168.227.158.29","elite","AS52898","BR","Multipla Serviços Inteligentes","230","Multipla Serviços Inteligentes","4145","socks4","2421","1","2024-01-29T03:45:16.443Z","97","5665","5824"
"119.18.145.147","elite","AS45326","BD","BBTS Network","197","N/A","45326","socks5","4804","1","2024-01-29T03:45:13.131Z","99","5828","5861"
"77.48.23.181","elite","AS16019","CZ","Vodafone Czech Republic","38","PLnet s.r.o.","38817","socks4","5200","1","2024-01-29T03:45:13.129Z","100","5755","5783"
"8.219.11.125","elite","AS45102","SG","Alibaba (US) Technology Co., Ltd.","239","Alibaba.com Singapore E-Commerce Private Limited","443","socks5","1497","1","2024-01-29T03:45:12.944Z","70","4127","5877"
"71.167.151.15","elite","AS701","US","Verizon Business","89","Verizon Business","8080","socks5","4214","1","2024-01-29T03:45:12.942Z","100","5682","5688"
"185.162.231.254","elite","AS209242","GB","Cloudflare London, LLC","11","Softconstruct Limited","80","socks5","5001","1","2024-01-29T03:45:12.937Z","100","5732","5732"
"177.126.95.225","elite","AS262352","BR","Nova Telecom Ltda","298","Nova Telecom Ltda","4145","socks4","5194","1","2024-01-29T03:45:12.945Z","71","4223","5920"
"34.120.118.219","elite","AS396982","US","Google LLC","2","Google Cloud","2061","socks5","4602","1","2024-01-29T03:45:09.431Z","100","5789","5789"
"177.91.76.34","elite","AS263432","BR","Corporativa Telecomunicacoes Eireli ME","205","Corporativa Telecomunicacoes Eireli ME","4153","socks4","1889","1","2024-01-29T03:45:09.429Z","92","5452","5899"
"112.250.106.50","elite","AS4837","CN","China Unicom CHINA169 Shandong Province Network","291","N/A","7302","socks5","3797","1","2024-01-29T03:45:09.430Z","90","5311","5921"
"80.87.200.140","elite","AS29182","RU","JSC IOT","48","JSC \"Server\"","9050","socks4","4301","1","2024-01-29T03:45:09.436Z","100","5897","5899"
"167.172.181.111","elite","AS14061","DE","DigitalOcean, LLC","83","DigitalOcean, LLC","80","socks5","1391","1","2024-01-29T03:45:09.434Z","100","5879","5880"
"196.216.67.2","elite","AS30844","KE","Liquid Telecommunications Ltd","181","LTK KE SME","5678","socks5","3308","1","2024-01-29T03:45:09.435Z","88","5173","5881"
"103.236.161.51","elite","AS45720","ID","Lembaga Pengelola Dana Bergulir","185","Lembaga Pengelola Dana Bergulir","5430","socks4","648","1","2024-01-29T03:45:09.437Z","99","5845","5888"
"177.55.57.69","elite","AS262493","BR","Webby Tecnologia Ltda","203","Webby Tecnologia Ltda","3128","socks5","4597","1","2024-01-29T03:45:05.739Z","99","5757","5836"
"179.191.12.97","elite","AS265440","BR","Telnet Sistemas e Comunicações","206","Telnet Sistemas e Comunicações","4153","socks4","3599","1","2024-01-29T03:45:05.741Z","97","5767","5958"
"109.94.182.128","elite","AS44895","RU","MTS PJSC","56","Antenna-Garant","4145","socks4","2000","81","2024-01-29T03:45:05.744Z","94","5578","5918"
"51.83.135.35","elite","AS16276","PL","OVH SAS","30","OVH Sp. z o. o","2846","socks4","4705","1","2024-01-29T03:45:05.738Z","92","5368","5824"
"8.218.134.238","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","387","Alibaba.com Singapore E-Commerce Private Limited","10802","socks5","1904","1","2024-01-29T03:45:04.303Z","80","4732","5881"
"197.245.36.213","elite","AS11845","ZA","Vox Telecom","187","Vox Telecom (Pty) Ltd","5678","socks4","898","1","2024-01-29T03:45:04.221Z","76","4494","5893"
"103.76.188.97","elite","AS135758","IN","Alacriy Net System Service Private Limited","148","Alacriy Net System Service Private Limited","4153","socks4","5106","1","2024-01-29T03:45:04.316Z","100","5871","5900"
"176.227.155.65","elite","AS34471","ES","Free Technologies","61","N/A","9999","socks4","4002","1","2024-01-29T03:45:04.305Z","100","5924","5944"
"45.77.222.98","elite","AS20473","US","The Constant Company","87","Vultr Holdings, LLC","10312","socks5","4104","1","2024-01-29T03:45:02.035Z","63","3672","5837"
"142.93.113.81","elite","AS14061","US","DigitalOcean, LLC","97","DigitalOcean, LLC","7497","socks5","4603","1","2024-01-29T03:45:02.227Z","96","5605","5839"
"80.73.87.202","elite","AS21487","RU","Sakhatelecom","144","N/A","4153","socks4","4989","1","2024-01-29T03:45:02.032Z","97","5722","5914"
"173.255.202.28","elite","AS63949","US","Akamai Technologies, Inc.","111","Linode","39319","socks5","1098","1","2024-01-29T03:45:02.141Z","100","5728","5755"
"117.54.201.91","elite","AS9340","ID","PT IndoInternet","187","N/A","9340","socks5","4896","1","2024-01-29T03:45:02.030Z","83","4859","5888"
"180.183.121.6","elite","AS45629","TH","Triple T Broadband Public Company Limited","154","Triple T Broadband Public Company Limited","5678","socks4","4897","2","2024-01-29T03:45:02.036Z","93","5399","5806"
"1.0.0.4","elite","AS13335","AU","Cloudflare, Inc","2","APNIC and Cloudflare DNS Resolver project","80","socks5","2797","1","2024-01-29T03:45:02.037Z","100","5827","5827"
"164.52.24.141","elite","AS63199","JP","Capitalonline Data Service (HK) Co","237","N/A","8030","socks5","3900","1","2024-01-29T03:44:58.433Z","84","4980","5956"
"180.241.158.221","elite","AS7713","ID","PT. TELKOM INDONESIA","187","N/A","8085","socks4","114","1","2024-01-29T03:44:58.428Z","81","4758","5855"
"179.99.202.210","elite","AS27699","BR","Vivo","206","TELEF�NICA BRASIL S.A","4153","socks4","2793","1","2024-01-29T03:44:58.432Z","100","5889","5912"
"202.148.22.106","elite","AS9794","ID","PT. Core Mediatech","198","Dnet","5678","socks4","2008","1","2024-01-29T03:44:58.434Z","99","5801","5871"
"77.235.28.229","elite","AS41750","KG","Mega-Line Ltd.","93","Megaline","4153","socks4","3599","1","2024-01-29T03:44:58.435Z","97","5721","5873"
"85.237.51.73","elite","AS12389","RU","PJSC Rostelecom","56","PJSC Rostelecom","4145","socks4","8301","1","2024-01-29T03:44:58.430Z","99","5845","5914"
"14.207.201.149","elite","AS45629","TH","Triple T Broadband Public Company Limited","157","Triple T Broadband Public Company Limited","8080","socks4","1596","1","2024-01-29T03:44:58.431Z","99","5849","5888"
"212.5.143.42","elite","AS8866","BG","Vivacom Bulgaria EAD","48","BTC Broadband","3366","socks4","1501","1","2024-01-29T03:44:58.436Z","100","5780","5790"
"131.221.64.152","elite","AS265798","AR","Level Seven SRL","293","Level Seven SRL","2350","socks4","3296","1","2024-01-29T03:44:54.839Z","88","5014","5677"
"80.122.170.182","elite","AS8447","AT","A1 Telekom Austria AG","39","A1 Telekom Austria AG","4153","socks4","1088","1","2024-01-29T03:44:54.844Z","98","5826","5932"
"116.202.177.193","elite","AS24940","DE","Hetzner Online GmbH","17","Hetzner Online GmbH","1080","socks5","1895","1","2024-01-29T03:44:54.843Z","43","2532","5949"
"5.202.120.214","elite","AS49100","IR","Pishgaman Toseeh Ertebatat Company (Private Joint Stock)","290","PTE","5678","socks5","4894","1","2024-01-29T03:44:54.838Z","50","2887","5806"
"202.4.107.70","elite","AS23956","BD","dhakaCom Limited","188","DhakaCom Limited","5678","socks4","4390","1","2024-01-29T03:44:54.842Z","98","5656","5780"
"104.20.123.164","elite","AS13335","CA","Cloudflare, Inc.","81","Cloudflare, Inc.","80","socks5","504","1","2024-01-29T03:44:54.841Z","100","5809","5811"
"180.211.158.90","elite","AS45588","BD","Bangladesh Telecommunications Company Ltd.","182","N/A","5678","socks4","2895","1","2024-01-29T03:44:51.429Z","92","5389","5836"
"103.85.103.17","elite","AS135788","IN","Vedant Broadband","130","N/A","5678","socks4","417","1","2024-01-29T03:44:51.433Z","99","5857","5901"
"173.249.15.6","elite","AS51167","DE","Contabo GmbH","82","Contabo GmbH","63982","socks5","800","1","2024-01-29T03:44:51.530Z","100","5839","5865"
"31.172.66.22","elite","AS49063","RU","FORNEX","50","Fornex Hosting S.L.","20466","socks4","2502","1","2024-01-29T03:44:48.132Z","100","5873","5877"
"103.117.109.5","elite","AS137935","BD","I Link Internet Service (I.T)","198","I Link Internet Service (I.T)","4153","socks4","1116","1","2024-01-29T03:44:48.031Z","49","2855","5860"
"103.40.122.194","elite","AS63508","ID","PT DINAMIKA MEDIAKOM","201","N/A","1080","socks4","5110","1","2024-01-29T03:44:48.030Z","97","5697","5859"
"128.65.176.170","elite","AS43754","IR","Asiatech Data Transmission company","188","Asiatech Data Transmission Co.","80","socks5","4197","1","2024-01-29T03:44:48.032Z","95","5537","5843"
"190.96.97.170","elite","AS262223","EC","Necusoft Cia. Ltda.","169","N/A","5678","socks4","2712","1","2024-01-29T03:44:48.029Z","35","2068","5874"
"115.78.6.117","elite","AS7552","VN","VIETELftth","283","N/A","5678","socks4","4306","1","2024-01-29T03:44:47.946Z","96","5649","5894"
"101.43.3.207","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","211","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks4","4099","1","2024-01-29T03:44:46.412Z","74","4311","5814"
"186.251.255.73","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","201","Seanet Telecom Carazinho Eireli","31337","socks4","3904","1","2024-01-29T03:44:46.415Z","99","5882","5912"
"202.159.35.97","elite","AS9340","ID","PT IndoInternet","165","N/A","443","socks4","4203","1","2024-01-29T03:44:46.417Z","99","5810","5845"
"58.214.69.198","elite","AS4134","CN","Chinanet","299","Chinanet JS","28643","socks4","6805","2","2024-01-29T03:44:46.417Z","41","2385","5879"
"41.60.233.97","elite","AS30844","KE","Maintainer Liquid Telecommunications Operations Limited","200","Liquid Telecommunications Operations Limited","5678","socks4","2103","1","2024-01-29T03:44:46.416Z","86","5106","5932"
"162.241.114.39","elite","AS19871","US","Network Solutions, LLC","93","Unified Layer","10249","socks4","5012","1","2024-01-29T03:44:46.511Z","96","5550","5796"
"27.72.145.184","elite","AS7552","VN","Newass2011xDSLHN","287","N/A","5678","socks4","3996","1","2024-01-29T03:44:46.416Z","99","5872","5915"
"114.254.92.176","elite","AS4808","CN","China Unicom Beijing Province Network","287","N/A","1080","socks5","4709","1","2024-01-29T03:44:44.528Z","40","2306","5823"
"188.169.142.196","elite","AS35805","GE","JSC \"Silknet\"","80","UTG MPLS DSL","4145","socks4","4986","1","2024-01-29T03:44:44.544Z","98","5633","5730"
"212.154.251.210","elite","AS50482","KZ","JSC Kazakhtelecom","109","Limited liability company","5678","socks4","5091","1","2024-01-29T03:44:44.545Z","99","5832","5892"
"195.140.226.32","elite","AS56465","UA","Therecom Ltd","81","Therecom Ltd","5678","socks4","4594","1","2024-01-29T03:44:44.529Z","98","5743","5862"
"107.161.50.42","elite","AS395092","US","Shock Hosting LLC","89","Shock Hosting LLC","6401","socks4","3809","1","2024-01-29T03:44:41.128Z","100","5887","5904"
"94.191.67.125","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","196","Tencent Cloud Computing (Beijing) Co., Ltd","1080","socks4","4694","1","2024-01-29T03:44:41.028Z","87","5145","5920"
"202.150.1.87","elite","AS38623","KH","VIETTEL (CAMBODIA) PTE., LTD","181","VIETTEL (CAMBODIA) PTE., LTD","80","socks4","5094","1","2024-01-29T03:44:40.935Z","99","5734","5786"
"103.86.1.9","elite","AS136371","IN","Airwir Technologies Private Limited","197","Airwir Technologies Private Limited","4145","socks4","2798","1","2024-01-29T03:44:40.932Z","100","5902","5922"
"103.124.137.158","elite","AS138089","ID","Global Media Data Prima","178","N/A","1080","socks4","3003","81","2024-01-29T03:44:40.930Z","54","3191","5889"
"143.202.227.51","elite","AS262346","BR","FP Telecomunicacoes Ltda","296","FP Telecomunicacoes Ltda","4145","socks4","1502","1","2024-01-29T03:44:40.936Z","81","4729","5803"
"185.169.181.18","elite","AS34984","TR","Ates Dc","55","Ibrahim MALA trading as Ates Dc","34984","socks4","494","1","2024-01-29T03:44:37.543Z","100","5847","5866"
"139.162.182.54","elite","AS63949","DE","Akamai Technologies, Inc.","83","Linode, LLC","11127","socks5","2599","1","2024-01-29T03:44:37.636Z","98","5706","5811"
"124.121.176.254","elite","AS17552","TH","TRUE","182","N/A","4145","socks4","4713","1","2024-01-29T03:44:37.542Z","38","2177","5790"
"87.249.212.26","elite","AS41925","RU","IZet-Telecom Ural","68","N/A","4145","socks4","284","2","2024-01-29T03:44:37.635Z","100","5986","6003"
"181.193.213.130","elite","AS11830","CR","Instituto Costarricense de Electricidad y Telecom","179","Ciudad Quesada","999","socks5","4500","1","2024-01-29T03:44:37.540Z","36","2086","5813"
"185.158.248.95","elite","AS9009","RO","M247 Europe SRL","41","ALLSYS Limited","5836","socks4","4585","1","2024-01-29T03:44:37.634Z","95","5558","5852"
"103.38.205.3","elite","AS45916","IN","gtpl hariom world vision","120","Gtpl Broadband Pvt. Ltd.","45916","socks4","4696","1","2024-01-29T03:44:33.337Z","100","5831","5855"
"128.199.218.40","elite","AS14061","SG","DigitalOcean, LLC","149","DigitalOcean, LLC","29492","socks4","4704","1","2024-01-29T03:44:33.335Z","68","3976","5884"
"51.77.116.174","elite","AS16276","GB","OVH SAS","9","OVH Ltd","28046","socks5","5295","1","2024-01-29T03:44:33.627Z","100","5872","5874"
"182.160.127.53","elite","AS24323","BD","Aamra Networks Limited","162","Aamra Networks Limited","48744","socks4","4200","1","2024-01-29T03:44:33.337Z","95","5647","5933"
"103.47.93.197","elite","AS134058","IN","Broban Internet Services Pvt.ltd","292","Broban  PVT Ltd.","1080","socks4","357","1","2024-01-29T03:44:33.245Z","99","5758","5813"
"197.234.13.27","elite","AS36902","SC","Intelvision","168","Intelvision Ltd","4145","socks4","4099","1","2024-01-29T03:44:33.334Z","99","5802","5835"
"1.15.172.214","elite","AS45090","CN","Tencent Cloud Computing (Beijing) Co. Ltd.","211","Tencent Cloud Computing (Beijing) Co. Ltd.","7890","socks4","602","1","2024-01-29T03:44:30.033Z","60","3484","5810"
"197.234.13.30","elite","AS36902","SC","Intelvision","167","Intelvision Ltd","4145","socks4","4327","1","2024-01-29T03:44:28.419Z","99","5872","5915"
"46.167.234.141","elite","AS16019","CZ","UPC Czech","33","Tkom Plus sro","5678","socks4","4108","1","2024-01-29T03:44:28.421Z","100","5791","5806"
"45.126.169.233","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","199","NET 4 U Services PVT LTD","4145","socks4","5010","1","2024-01-29T03:44:26.645Z","99","5880","5917"
"172.67.0.21","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","13335","socks4","991","1","2024-01-29T03:44:26.642Z","100","5881","5881"
"43.128.232.224","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","291","Tencent Cloud Computing","31993","socks5","4504","1","2024-01-29T03:44:26.636Z","38","2206","5785"
"114.231.8.16","elite","AS4134","CN","Chinanet","218","Chinanet JS","1080","socks5","5004","1","2024-01-29T03:44:26.633Z","59","3430","5861"
"207.180.213.101","elite","AS51167","DE","Contabo GmbH","19","Contabo GmbH","7497","socks5","5195","1","2024-01-29T03:44:26.644Z","69","4003","5830"
"138.117.179.54","elite","AS28186","BR","ITS TELECOMUNICACOES LTDA","191","ITS TELECOMUNICACOES LTDA","5678","socks4","4798","1","2024-01-29T03:44:26.637Z","99","5816","5849"
"114.99.224.228","elite","AS4134","CN","Chinanet","291","Chinanet AH","2829","socks5","2798","1","2024-01-29T03:44:26.641Z","30","1761","5880"
"31.146.161.194","elite","AS35805","GE","JSC \"Silknet\"","75","Silknet Gpon","5678","socks4","4097","1","2024-01-29T03:44:26.639Z","97","5685","5885"
"116.103.151.218","elite","AS24086","VN","Viettel Corporation","291","Viettel Group","1080","socks5","890","1","2024-01-29T03:44:23.340Z","52","3060","5926"
"103.109.59.109","elite","AS138640","BD","HelloTech Limited","156","Hello Tech Limited","1080","socks4","3304","1","2024-01-29T03:44:23.333Z","83","4860","5860"
"38.127.179.125","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","46656","socks5","1525","1","2024-01-29T03:44:23.343Z","100","5780","5791"
"168.253.196.6","elite","AS37276","ZA","VOffice Solutions","198","Smartvillage","5678","socks4","5189","1","2024-01-29T03:44:23.337Z","100","5828","5845"
"104.25.42.178","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","2907","1","2024-01-29T03:44:23.332Z","100","5800","5800"
"119.29.84.133","elite","AS45090","HK","Shenzhen Tencent Computer Systems Company Limited","209","Tencent cloud computing (Beijing) Co., Ltd.","20806","socks5","5007","1","2024-01-29T03:44:23.335Z","87","5088","5821"
"190.107.146.156","elite","AS14754","HN","Telgua","194","HFC TGU SERCOM","4145","socks4","4000","1","2024-01-29T03:44:23.336Z","99","5814","5899"
"43.153.175.132","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","236","Tencent Cloud Computing","443","socks5","4288","1","2024-01-29T03:44:23.338Z","70","4118","5872"
"181.66.37.78","elite","AS6147","PE","Telefonica del Peru S.A.A.","194","Telefonica del Peru S.A.A","4153","socks4","3096","1","2024-01-29T03:44:23.339Z","69","4005","5820"
"189.50.129.43","elite","AS28330","BR","IFTNET Telecomunicacoes Ltda","213","IFTNET Telecomunicacoes Ltda","5678","socks4","4700","1","2024-01-29T03:44:19.837Z","40","2293","5801"
"203.6.226.172","elite","AS58519","CN","Cloud Computing Corporation","298","Chinanet GD","8888","socks4","4501","1","2024-01-29T03:44:19.838Z","71","4171","5913"
"79.127.35.243","elite","AS43754","IR","Asiatech Data Transmission company","110","Azad University","5678","socks5","802","1","2024-01-29T03:44:19.836Z","97","5579","5781"
"103.81.12.1","elite","AS135792","IN","Syswall Telecom Pvt. Ltd.","198","Syswall Telecom Pvt. Ltd.","44832","socks4","1799","1","2024-01-29T03:44:19.834Z","100","5888","5905"
"182.107.180.34","elite","AS4134","CN","Chinanet","288","Chinanet JX","31239","socks4","145","1","2024-01-29T03:44:19.840Z","33","1955","5840"
"75.119.203.208","elite","AS26347","US","New Dream Network, LLC","152","New Dream Network, LLC","23456","socks5","4100","1","2024-01-29T03:44:16.429Z","66","3828","5825"
"211.174.105.18","elite","AS4766","KR","Korea Telecom","295","Netropy","4153","socks4","3607","1","2024-01-29T03:44:16.343Z","100","5807","5822"
